,Latitude,Longitude
Mki Elderly Care & Remodeling,41.571042,-81.579185
Mobile Welding,41.58722,-81.557288
Modele Healthy Hair Braiding,41.5776169,-81.5716209
Moe's Tire Center 3,41.519912,-81.6301209
Moe's Tire House,41.4241196,-81.6973112
Moes 24hr towing,41.539298,-81.568269
Momentis Independent rep,41.62325309999999,-81.50178939999999
Monaco Lighting Inc,41.4476673,-81.7654306
MoneyGram,41.5879134,-81.5033947
Montenegro Home Improvement,41.4350262,-81.63002089999999
Montenegro Restoration,41.4349592,-81.6299607
Montlack Management Ltd,41.5125056,-81.578597
Morgan Park,41.597924,-81.513947
Motive For Murder Mystery Co,41.5979158,-81.5121407
Motorcars Auto Body Center,41.513328,-81.57520219999999
Motorcars Collision Center,41.5130917,-81.57501099999999
Motorcars Honda,41.5141843,-81.57442800000001
Mr. Sub,41.4645391,-81.7470653
Mt Calvary Church of God,41.453243,-81.614247
Mt Hermon Baptist Church,41.49154829999999,-81.6587122
Mt Pleasant Now Development,41.46416199999999,-81.58797899999999
Mt Zion Fellowship,41.444329,-81.5276298
Muhammad's Mosque,41.57613759999999,-81.5721326
Mulberry's,41.4948485,-81.7080677
Multi Tec Filters,41.461569,-81.742727
Multicare Home Health Care,41.594783,-81.491714
Murry Landscaping,41.456686,-81.575166
Murtis Taylor Human Services System,41.4802157,-81.74880739999999
Music Saves,41.57131489999999,-81.56993609999999
Mylamb's Eneterprise,41.4684038,-81.7243613
Mz's Pats Hair & Nail Studio,41.49073839999999,-81.70837
N/A,41.499524,-81.696105
NEO Heating & Cooling,41.5376948,-81.6037421
NEW YORK STYLE NAILS INC.,41.4648302,-81.74784609999999
NORTH COAST AUTO SALES,41.5608408,-81.5660679
NTB - National Tire & Battery,41.58314279999999,-81.4862551
Nails By Cindy,41.424172,-81.6937669
"Najah T. Hakeem, RN",41.557446,-81.53205799999999
Napa Service Center,41.4572239,-81.76928699999999
"Natalie Y. Currie-Tucker, RN",41.442528,-81.52147699999999
Nathanial Hawthorne Elementary School,41.4567167,-81.7793008
National Bank Note Co The,41.4801871,-81.75111059999999
National Cash Advance,41.58793,-81.503271
Nationwide Auto Service,41.5490567,-81.5620215
Nationwide Insurance: Joseph R Potts,41.4605032,-81.7736658
Native-Cleveland,41.5712158,-81.5695147
Near West Theatre,41.4841297,-81.7316158
Neff George,41.5740567,-81.5667508
Neighborhood Family Barbershop,41.597262,-81.516207
Neighborhood Legal Services,41.431576,-81.707556
Neil Myers Co,41.6222393,-81.50016749999999
Nemec Andrew,41.595035,-81.49102700000002
Neon Beach Tanning,41.486432,-81.761273
Net Advertising Group,41.4907941,-81.7090216
New Comfort Inc,41.477998,-81.755455
New Fellowship Baptist Church,41.52424999999999,-81.6096
New Galilee Baptist Church,41.45390930000001,-81.60921479999999
New Harpette Gospel Singers,41.459304,-81.58503
"New Image Media, Inc.",41.4342048,-81.4934202
New Life Christian Church International,41.6174738,-81.5095316
New Life Christian Fellowship,41.44035900000001,-81.627218
New Tech West,41.448097,-81.76958789999999
New Visions Unlimited Inc,41.4444294,-81.5275087
Next beauty and fashion,41.46408,-81.58415699999999
"Nicole A. Mcbride, LPN",41.466197,-81.646356
"Nicole K. Tufts, LPN",41.5608234,-81.5501726
"Nicole S. Martin, LPN",41.4907905,-81.6623644
No Problem Printing,41.57086200000001,-81.56895
No Sleep Enterprize LLC,41.5952566,-81.49585730000001
"Noa J. Margolin, LSW",41.4809587,-81.60050849999999
Noble Motel,41.5405729,-81.57060659999999
Noble Neighborhood Library,41.5255445,-81.5398807
Noble Rd & Bluestone Rd,41.52819599999999,-81.540742
Noble Rd & Delmore Rd,41.53042999999999,-81.541884
Noble Rd & Elmwood Rd,41.52746200000001,-81.54025999999999
Noble Rd & Kirkwood Rd,41.526653,-81.54006199999999
Noble Rd & Monticello Blvd,41.530668,-81.54177
Noble Rd & Woodridge Rd,41.528971,-81.541089
Noble Road Presbyterian Church,41.5259803,-81.5403221
Noble School,41.59560489999999,-81.5153978
"Nora J. Jones, LPN",41.53992900000001,-81.531279
Norman Dennis O,41.48825799999999,-81.7634379
Norman Discount Tire & Service,41.4465377,-81.76604239999999
Normandy Towers Apartments,41.617607,-81.510465
North Church Towers Apartments,41.3796297,-81.748635
North Coast Alloys,41.49514129999999,-81.7097746
North Coast Auto Body Inc,41.572083,-81.560158
North Coast Passage,41.417163,-81.7497595
North Collinwood,41.575369,-81.56512699999999
North Point Fiberglass,41.4957773,-81.70999479999999
North Pointe Apartments,41.623256,-81.501723
North Pointe Cafe,41.6232557,-81.5017226
North Shore Pump & Equipment,41.4959151,-81.71063219999999
Northcoast Auto,41.584612,-81.556837
Northcoast Promotions Inc,41.4513221,-81.7021049
Northeast Shores Development,41.5739199,-81.5717567
Northern Wind,41.5203912,-81.6296277
NovaCare - Euclid,41.58894899999999,-81.50087409999999
Nueva Construction Group LLC,41.559617,-81.54862899999999
Nunzio's Pizzeria,41.43398,-81.7114062
Nurturing Home Day Care,41.45766289999999,-81.77212899999999
O'Connor Residential Repair,41.58645800000001,-81.54040599999999
O'Neil Edward,41.52252299999999,-81.62671499999999
Oaks of Euclid,41.5927206,-81.494739
Oasis Property & Investment LLC,41.52668099999999,-81.613821
Odyssey Jewelers Inc.,41.4769746,-81.75369789999999
OfficeMax,41.58518100000001,-81.485275
Offutt Image,41.4376482,-81.62433659999999
Ohio A1 Drywall Inc,41.6145742,-81.5129055
Ohio Media Services,41.4143199,-81.75027
Ohio Therapy & Rehab Center LLC,41.58754,-81.50397
Ohio Therapy and Rehabilitation Center,41.58746989999999,-81.5038173
Old Brooklyn Flooring Co.,41.43785400000001,-81.699658
Old Brooklyn Middle School,41.4339333,-81.70752929999999
"Olusegun Odukoya, MD",41.5164,-81.638681
Omens MC,41.5736453,-81.56818559999999
Omni Park Management Group,41.595035,-81.49102700000002
On the Dot Welding Co,41.53462239999999,-81.5989735
One Source Building Restor,41.60282799999999,-81.527907
One Stop Auto Inc.,41.4502423,-81.7016039
Ontario Stone Corporation,41.49496799999999,-81.712159
Open Arms Carey East Project,41.53407199999999,-81.607755
Orginal Builders,41.4559579,-81.60453559999999
Otto Konigslow Manufacturing Co,41.5517309,-81.59048299999999
Our Father's House Adult Day Center,41.4342759,-81.493619
Our Lady of Mt Carmel School,41.4845867,-81.7330301
Outhwaite,41.48975340000001,-81.6544235
Outhwaite School,41.48977379999999,-81.6548511
Outlet Store,41.4606094,-81.7722508
Outwaite House 1 & 2 Head Start,41.4923882,-81.6556406
Owner's Management Company,41.40911399999999,-81.501018
PEARL GAS,41.44961139999999,-81.702181
POLIMEROS USA LLC,41.4342049,-81.4934202
Pack It Up Plus,41.4540905,-81.6139328
Palmer Outreach Ministries,41.5572164,-81.4906884
Palms Restaurant,41.4557979,-81.76861799999999
Pals Janitorial Services,41.4539,-81.6126929
Paradise Island Saloon LLC,41.5974976,-81.51640809999999
Paradise Restaurant and Pub,41.59752539999999,-81.516345
Parina Design Inc,41.58645800000001,-81.54040599999999
Park 85 Realty LLC,41.52050180000001,-81.6285094
Parkside Gardens Apartments,41.5902243,-81.5034526
Parma Heights Senior Center,41.37930799999999,-81.74989699999999
"Pasona L. Wilson, LPN",41.60397869999999,-81.443494
Passion Parties by Jen Welz,41.439455,-81.6315285
Pat O'Brien Chevrolet East,41.58660539999999,-81.4805691
"Patricia Kouns, RN",41.602917,-81.5243705
Patrick Henry,41.5340417,-81.602924
Patriot Auto Sales,41.46086320000001,-81.7724337
Patton Memorial CME Church,41.4628559,-81.58315499999999
"Paul C Thomas, DO",41.5889197,-81.500962
Pavilion Skating Club Of Cleveland Heights,41.5156983,-81.572648
"Payment Alliance International, Inc.",41.5565614,-81.48925349999999
Peanut Bar,41.463443,-81.742713
Perfect Image Photography,41.5619295,-81.5438944
Pest Patrol Exterminating,41.47387200000001,-81.598255
Pet-Tique,41.4863588,-81.76072649999999
Peter Renerts Photographer,41.4931781,-81.706109
Pharmacy Wholesale,41.563051,-81.571574
Phillips David G,41.58810440000001,-81.5561218
Phoenix Home Services,41.4328383,-81.70791129999999
Phosho Studios,41.4385942,-81.5216579
Picture This Inc,41.4331856,-81.63234980000001
Pillars To Success,41.5950282,-81.4910518
Pine Ridge Apartments,41.602781,-81.443562
Pineridge Valley Apartment,41.6018272,-81.4417904
Pinnacle Performance Center,41.378911,-81.7462
Planned Parenthood - Bedford Heights Health Center,41.40911399999999,-81.499706
Platinum Cuts,41.46692789999999,-81.59797929999999
Platinum Party Bus - Cleveland,41.4356096,-81.69736689999999
Pneudraulic Power,41.4678175,-81.6430974
Pneuma Life Foundation,41.44079289999999,-81.5260839
Poise Entertainment Edu Co,41.455503,-81.57515699999999
Police Academy,41.5014637,-81.69598649999999
Polka Hall of Fame,41.5987685,-81.5264902
Porter Arthur MD,41.5189189,-81.435332
Portraits By Norma,41.475698,-81.587576
Potts Insurance,41.46046560000001,-81.77369399999999
Precious Angels,41.47543599999999,-81.59320699999999
Premier Smiles Orthodontics,41.43401939999999,-81.4940551
Premiere Electronics,41.5217512,-81.63050609999999
Premium Technical Services Inc,41.43167809999999,-81.4929957
Pressure Tek,41.4801871,-81.75111059999999
Pride of Erin,41.460713,-81.773434
Primoz Pizzeria,41.449988,-81.769508
Pro-Pur Services,41.602607,-81.521215
Promark Paving,41.527313,-81.60992399999999
Prometheus of Ohio Inc.,41.4390371,-81.6283966
Promises Childcare Center,41.4570099,-81.768554
Prosecutor Office,41.5992683,-81.5260862
Purple Heart Veterans Pick Up,41.59617850000001,-81.49695439999999
Qualitics,41.5902,-81.5011969
Quality Borate Company,41.4894483,-81.6645806
Queen Jacksons World,41.5389412,-81.5691068
Quick Search,41.5886536,-81.4790697
R Booker Enterprises,41.6184829,-81.5131232
R D Welker Machine Co,41.561061,-81.566682
R H Brown & Co,41.474089,-81.590248
R M Yates Co Inc,41.43852200000001,-81.62844199999999
R P Transport Inc,41.6039785,-81.44348889999999
R.K.H. L.L.C.,41.5222669,-81.61153410000001
R.L. Mull Cleaning Company,41.434225,-81.490495
RATCHET EMPIRE RATCHET MEDIA,41.4641934,-81.74642480000001
RELIABLE HEARTS,41.5605339,-81.5685419
RICH AND RON'S LAWNS,41.454911,-81.779246
RRA Auto Group,41.469127,-81.64537899999999
RSS&L Perky Pooches,41.5493189,-81.562488
RTA Brooklyn Federal Credit Union,41.4367323,-81.7067022
Rae's Coiffure,41.6039785,-81.44348889999999
Rain-Man Inc.,41.4341993,-81.4933772
Rainbow Muffler & Brake - Willoughby,41.58805379999999,-81.4802133
Rainbow Terrace Apartments,41.4745285,-81.6361209
Rainbow Terrance,41.4731821,-81.63644169999999
Rainbow Veterinary Clinic,41.53023839999999,-81.5420396
Rally's,41.4640677,-81.5835587
Randallwood School,41.44302750000001,-81.5253241
Rapid Results Dog Training,41.3977451,-81.56643199999999
Readings by Lilly,41.5850441,-81.5404298
Reality Source Cleaning,41.4310654,-81.7067373
Recycle Midwest Inc,41.561366,-81.56549799999999
Redbox,41.5839813,-81.48749459999999
Redd Carpet Service,41.423705,-81.696164
Redus-Mccoy Angelique DO,41.52522200000001,-81.58267
Refresh Dental,41.583091,-81.487763
Regal Auto Body & Services,41.5470212,-81.5874887
Regency North Central Ohio - Cleveland East,41.432294,-81.50658899999999
Regency Square Apartments,41.5143138,-81.6202139
Reliable Snow Plowing,41.59935359999999,-81.526917
Remelt Sources Inc,41.5959714,-81.49720649999999
Renaissance at Fairfax Park,41.49597799999999,-81.63188099999999
Renew Contracting,41.46262799999999,-81.7417509
Rent-A-Center,41.46566279999999,-81.6483581
Rev. Kim Kaye,41.59930740000001,-81.5145744
"Richard L. Canaly, LPTA",41.5267953,-81.58393350000001
Richard V Dowden Inc: Dowden Richard V MD,41.5189189,-81.435332
Richman Animal Clinic,41.5802665,-81.4925561
Richmond Heights Comm Park,41.5556857,-81.4917407
Richmond Heights Community Pool,41.55601,-81.491174
Richmond Rd & Brush Av,41.589282,-81.502832
Richmond Rd & Euclid Av,41.58875,-81.50269
Rick's Furniture Fix,41.53933209999999,-81.53011389999999
Riders Choice Motorcycles,41.5396622,-81.529552
Rincon Criollo,41.4840856,-81.7305325
Rising Star Missionary Baptist,41.5471397,-81.56475259999999
Rite Aid,41.48250669999999,-81.73096799999999
River of Life Ministries,41.616844,-81.51107999999999
Rivers of Living Waters Church,41.4508579,-81.704695
Riverside Construction,41.4790061,-81.75574329999999
Riviera Apartments,41.62232109999999,-81.50261730000001
"Robert ""Bump"" Taylor Field",41.5342975,-81.60110809999999
"Robert Whitehouse, MD",41.581781,-81.48981100000002
"Roberta A. Stokes, APRN",41.4211768,-81.5978583
"Robin D. Jenkins, RN",41.457864,-81.7787769
Robinson Patrick L,41.526277,-81.612583
Rockefeller Park Towers,41.513328,-81.620138
Rockside Park Towers Apartments,41.4085587,-81.5001589
Rod-B-Free Bail Bonds,41.4646807,-81.5854756
Rogers Louise,41.46549599999999,-81.596555
Rolen Brothers Fence Co. Inc.,41.4605139,-81.7437334
Rolinks Transport Services,41.6039785,-81.4434886
Roman's Touch Hair Studio,41.44171590000001,-81.74427229999999
"Rosa Coleman, LPN",41.52159899999999,-81.632393
"Rose M. Allen, R",41.621527,-81.5012807
Rose-Mary Center,41.5598573,-81.5444301
Royal Threads Boutique,41.452533,-81.60880499999999
Rudy's Building Supply,41.5493189,-81.590473
Ryan LLP,41.5000539,-81.6957753
"Ryan P. Mosier, LISW",41.4809587,-81.60050849999999
S Dot Audio,41.522383,-81.611812
SMC Management Co,41.441557,-81.69682999999999
STAR POP Vintage + Modern,41.5712198,-81.5694662
SUBWAY®Restaurants,41.492333,-81.6585379
Sabor Miam,41.4241196,-81.6973112
Safe & Very Efficient Services,41.55766920000001,-81.4891392
Sahara Restaurant,41.45975,-81.77487099999999
Saint Casimir School,41.5244951,-81.629294
Saint Jeromes Catholic Church,41.57254959999999,-81.5767903
Saint Malachi School,41.4925509,-81.7079093
Saint Marys Catholic Church,41.56032789999999,-81.5726238
Saint Marys Romanian Orthodox Church,41.48421749999999,-81.7284657
Saint Philips Episcopal Church,41.4508849,-81.7048528
Saint Roberts Catholic Church,41.6153263,-81.5156751
Sal's Menu Restaurant Aka Steves Hot Dogs,41.4501567,-81.7021188
Salon Mandalfino,41.49893109999999,-81.7008369
Salvation Army,41.4886402,-81.6482518
Salvation Baptist Church,41.473399,-81.591623
Samantha Demers Photography,41.48548479999999,-81.7653503
Samaritan Mutual,41.574027,-81.577095
"Samia S. Majeed, RN",41.584349,-81.49074399999999
Sandy's Frozen Whip,41.5841245,-81.5573891
"Sara Eapen, MD",41.581702,-81.48993399999999
"Sarah Lohman, LSW",41.4809587,-81.60050849999999
Save-A-Lot,41.5939842,-81.4929143
Saving Cities,41.5712747,-81.57108219999999
Schatze Computers,41.61773459999999,-81.5127523
Schnauzers,41.4378677,-81.6286184
Scorpion Inc,41.4647883,-81.74702920000001
Seale Michael,41.4473411,-81.7673205
Seaway Cash-N-Carry,41.4891213,-81.6594671
Second Ebenezer Missionary Baptist Church,41.5144955,-81.62207169999999
Second Hand Rose Antiques,41.54130579999999,-81.57112049999999
Second Mt Olive Baptist Church,41.53657,-81.59955200000002
Second Tabernacle Baptist Church,41.46392600000001,-81.599166
Second Trinity Baptist Church,41.474199,-81.59688899999999
Selective Auto Mart LLC,41.45255299999999,-81.60325
"Selena L. Fluker, LPN",41.621527,-81.5012807
Seme & Son Automotive,41.59241299999999,-81.504003
Service Sequence Systems,41.53948099999999,-81.529884
Sevastos George,41.45034,-81.706654
Shaker Park Gardens,41.441518,-81.52416099999999
Shanachie Greens,41.43542739999999,-81.6977888
"Shannon Perkins, CNP",41.5164398,-81.6385336
Sharp Care Auto Services,41.513651,-81.5753094
Shaw Stadium,41.5404163,-81.5827568
Sheilas Day Care,41.53850089999999,-81.581036
Shell,41.58835699999999,-81.501657
Shelton Unique,41.4734029,-81.63971339999999
"Sheree L. Starr, RN",41.609767,-81.51690099999999
Sherwin-Williams Commercial Paint Store,41.44641300000001,-81.767911
Sherwood Food Distributors,41.395506,-81.564976
"Sheryl R. Manthey, SPCC",41.4809587,-81.60050849999999
Shining Light Day Care,41.516775,-81.575949
Shomotion Llc,41.47822299999999,-81.59734399999999
Shop-N-Go,41.408998,-81.49893399999999
Shorty's,41.4375624,-81.6283536
Shuba & Associates Photography,41.437345,-81.707841
Sidewalk Cafe,41.5924306,-81.49508709999999
"Simeko N. Jenkins, LPN",41.6224515,-81.5021735
SimmCo Pavement Services,41.440228,-81.697839
Simmons & Simmons Tax,41.51098,-81.62218299999999
Six Shooter Coffee,41.57129,-81.5684612
Sixty City,41.450634,-81.70504319999999
Sizzlin Scizzors,41.464508,-81.744631
Skills Barber Shop,41.4535709,-81.60324399999999
Slovenian Home,41.559968,-81.57015899999999
Smart Klean Ohio,41.6030485,-81.5243713
Smith Leroy,41.496666,-81.628744
Smoked Grill House,41.4241196,-81.6973112
Softrends,41.5902036,-81.50121320000001
Sonny's Computer Services,41.45538699999999,-81.596155
South Euclid Auto Repair,41.5394304,-81.52935289999999
Southeast Auto Sales,41.437188,-81.62849
Space: ROCK Gallery,41.5713958,-81.5700558
Specialty Clinic,41.52522200000001,-81.58267
Speedway,41.40976430000001,-81.5003819
Speedway Recruiting Center,41.43963369999999,-81.74454089999999
Speedy Grub Shack and Gas Station,41.442092,-81.527019
Spiritual Science Church,41.5689386,-81.57762389999999
St Adalbert Catholic School,41.4952634,-81.6291707
St Andrew Eastern Orthodox Church,41.4009973,-81.5702088
St Augustine Child Enrichment Center,41.4810798,-81.7390939
St Augustine Health Campus,41.4810652,-81.7392809
St Augustine Services,41.4812086,-81.7390884
St Augustine Towers,41.4822868,-81.739128
St Austine Corterie Boutique,41.4814107,-81.7391691
St James AME Church,41.5001446,-81.6283393
St Leo the Great Catholic Church,41.4220489,-81.6967444
St Leo's School,41.4220489,-81.6967444
St Malachi Parish,41.49228449999999,-81.7074602
St Mary's Church,41.560673,-81.57323199999999
St Robert Convent,41.6127137,-81.5151498
St Robert's Rectory,41.6150179,-81.5163108
St. Casimir Church,41.52428039999999,-81.6303169
St. Clair Av & Blenheim Rd,41.5483525,-81.586326
St. Clair Av & E 115th St,41.541015,-81.60513399999999
St. Clair Av & E 140th St,41.54954,-81.584924
St. Clair Av & Hayden Av,41.547605,-81.587147
St. Clair Av & Holmes Av,41.560106,-81.56679299999999
St. Jerome Catholic Church,41.573047,-81.576606
St. Jerome Elementary School,41.5730411,-81.5761373
St. Malachi School,41.4924953,-81.7070014
St. Mary of Egypt Orthodox Mission,41.436205,-81.706558
Standard Machine Inc,41.4780947,-81.7476381
Star of Bethel Missionary Church,41.51404599999999,-81.6224809
Start Your Beauty Success,41.45855199999999,-81.76292900000001
Steel Valley Federal Credit Union,41.4504244,-81.70228469999999
Stella Maris,41.493446,-81.707168
"Stephanie N. Mills, LPN",41.48949760000001,-81.6529475
Stevensons Bar & Grill,41.585774,-81.54036599999999
Sticks Pub & Grille-Briardale,41.6033631,-81.5211423
Stockyard Meats,41.4842884,-81.7281328
Stonecold Computer Inc.,41.46015449999999,-81.58317760000001
Stonekare Llc,41.466788,-81.645648
Stoneway Construction Inc,41.433535,-81.63147099999999
Studio Champu',41.46606800000001,-81.594663
Suburban Electric Inc,41.6043779,-81.522795
Suggs Cornelia,41.522343,-81.628946
Summer Hills Garden Transportation Services,41.589864,-81.50752399999999
Sun Bright Daycare,41.45281599999999,-81.60121199999999
Sunday Beer,41.438194,-81.6284666
Sunoco Gas Station,41.61596169999999,-81.5141203
Sunoco Lake Shore Boulevard,41.6159575,-81.5141028
Superior Av & E 108th St,41.52216,-81.611693
Superior Av & E 82ND St,41.52004089999999,-81.6307229
Superior Av & E 85th St,41.520487,-81.628214
Superior Rd & Eddington Rd,41.517624,-81.576261
Superior Rd & Ridgefield Rd,41.516375,-81.57422299999999
Superior Sunoco,41.519257,-81.6370213
Supreme Innovation Auto,41.5963611,-81.4955234
"Susan M. Taylor-Hach, CNP",41.4211768,-81.5978583
"Susan N. Gakuru, LPN",41.43735399999999,-81.521717
Swee Touch Family Home,41.53743799999999,-81.603105
Sweet Moses,41.483833,-81.73189769999999
T & E Management LLC,41.5252777,-81.6099083
T & R Construction & Property Mgt,41.49738540000001,-81.6303069
THE INSTANT REWARDS REFERRAL AGENCY,41.4399083,-81.5216845
TVIEXPRESS,41.4913566,-81.707334
Tabernacle Baptist Church,41.5737923,-81.57212849999999
Take 2 Transport,41.592852,-81.537363
Take-A-Tab,41.5395621,-81.52999890000001
Takeover Barber Salon,41.454528,-81.6032479
"Tamiko E. James, RN",41.5954331,-81.533908
Tapers Barber Shop,41.5861822,-81.5052843
"Tara T. Tate, RN",41.429288,-81.492402
Target Auto Body,41.515375,-81.622298
Tastefully Simple,41.4595614,-81.7632446
Tasty Treats Vending,41.37982400000001,-81.748531
Tat2Cafe,41.437814,-81.69930490000002
Tattoo Cafe,41.4376476,-81.6992276
Taylor Robinson Music & Voice Lessons,41.599274,-81.531656
Team-One Commercial Cleaners Inc.,41.47861899999999,-81.598812
"Tebeyin Tesfaw, RN",41.60601399999999,-81.527997
Techniplate Inc,41.561867,-81.566693
Teddie's Touch Upholstering,41.49789699999999,-81.63194
Tempstar/Whirlpool,41.6018724,-81.521241
"Teonna J. Jenkins, LPN",41.6161699,-81.51305239999999
"Tequila Q. Bennie, LPN",41.3987838,-81.57483069999999
Teresi Stylists,41.587579,-81.482276
"Teri Betha, Crna",41.431575,-81.511659
Terrace Tower,41.5375527,-81.5689518
"Terssa M. Battaglia, MA",41.377543,-81.745616
The Astral Artist,41.61618670000001,-81.51448669999999
The Black House Gallery,41.46617,-81.599822
The Bradley Building,41.50091599999999,-81.70006
The Children's Palace Learning Center,41.476854,-81.75599
The CleKidz Model & Talent Group LLC,41.5950282,-81.4910518
The Corner Store,41.467446,-81.742187
The Dressing Room,41.4328136,-81.7122799
"The Exclusive Touch, LLC.",41.531419,-81.543054
The Feet Geeks www.thefeetgeeks.com,41.4402795,-81.6967659
The Gift Card Loop,41.4384062,-81.7001768
The Greater Abyssinia Baptist Church,41.5255149,-81.6151096
The Green Inspiration Academy,41.4443291,-81.5276298
"The Krill Co., Inc.",41.4946041,-81.7071868
"The Law Office of Sam Thomas III, ESQ. and Associates",41.559617,-81.54862899999999
The Law Offices of Brent L. English,41.49742429999999,-81.69880649999999
The Magellan Program,41.4671783,-81.6437703
The Master Plan,41.5465975,-81.565269
The Maximus Collection,41.513504,-81.57610199999999
"The Premium Group, Inc.",41.48405659999999,-81.7390443
The Processing Company,41.5154133,-81.6223031
The Rainforest Car Wash,41.5128462,-81.5759017
The Repair Company,41.476827,-81.75652869999999
The Studio,41.456576,-81.77826499999999
The Trim Barbershop,41.423832,-81.69708399999999
The Velvet Dog,41.500142,-81.69936299999999
The Village at Pine Ridge,41.602781,-81.443562
The Willows Health & Rehabilitation Center,41.56078199999999,-81.550248
The Word Church. On South Miles,41.453232,-81.6152989
Thea Bowman Center,41.463118,-81.5997301
Theatrical Threads Couturiers,41.5575408,-81.5331751
Therapeutic Touch,41.4396577,-81.7438265
Thermal Industries Inc,41.4386111,-81.5233333
Thigpen Yolanda MD,41.52522200000001,-81.58267
Thomas Bros Landscaping Inc,41.458031,-81.6135879
"Thomas J. Supan, LPCC",41.4211768,-81.5978583
"Thomas Lemire, DC",41.58746989999999,-81.5038173
Thomas Mentor Family Practice,41.588949,-81.500874
Thomas Special Transportation,41.52038719999999,-81.63169909999999
Thrash Adriel,41.6235685,-81.5006812
"Tiffany R. Mcdaniel, LPN",41.62325309999999,-81.50178939999999
Time Square Food Market,41.454153,-81.603216
Tiny Town Academy Childcare,41.43197079999999,-81.6316489
ToGetHer Inspired Studio,41.569239,-81.57753
Toast,41.4849988,-81.7300085
"Todd J. Harris, PA",41.4211768,-81.5978583
Tom Schaefer Plumbing,41.4513221,-81.7021049
"Tomika S. Mchenry, RN",41.54824670000001,-81.5617208
"Tomikia D. Fulp, LPN",41.5986583,-81.4943541
Top Notch Roofing,41.599873,-81.51549899999999
Total Kitchen Tile & More,41.4744535,-81.58738369999999
Total Wholesale Inc,41.48916,-81.6597479
Touches of Grace Ministry,41.617408,-81.515046
Tower City Motorcars,41.4326384,-81.7117074
Town House Motel,41.5404829,-81.5719323
"Toys""R""Us",41.3789526,-81.7445991
Transcon Builders Inc,41.4091136,-81.501018
Transcon Builders Inc: Chapman Howard S,41.4091136,-81.501018
Transmart Restaurant & Grocery,41.4901082,-81.663839
Transylvania Bakery Shop,41.46634270000001,-81.6453538
Travel Ease Express LLC,41.47387,-81.597396
Travel Life Services LLC,41.4412858,-81.63166249999999
Traveler's Ark,41.44839899999999,-81.70259899999999
Travelodge Cleveland/Willoughby,41.6053342,-81.4409845
Tri-C Window Cleaning,41.59075720000001,-81.50619189999999
Tridestone Hunger Center,41.49281379999999,-81.66056040000001
Triedstone Baptist Church,41.49281379999999,-81.66056040000001
Trinity High School,41.4180585,-81.5962097
Trinity Towers,41.407988,-81.503002
Triple R Auto Sales,41.460336,-81.774069
Trotters Dry Cleaners,41.5411565,-81.60561919999999
True Missionary Baptist Church,41.520681,-81.628664
Truenorth,41.5886329,-81.4803106
Tucker's Casino,41.5391951,-81.5721243
Tungsten Rd Loop,41.597887,-81.492932
Turfscape Inc.,41.417163,-81.74976
Turney Deli Inc,41.4364915,-81.6198046
Turney Rd & Lee Rd,41.392591,-81.565859
Turney Rd & Macomb Av,41.438935,-81.621701
Turney Rd & Rosewood Av,41.43618599999999,-81.620023
Turney Rd & Vineyard Av,41.436946,-81.62054599999999
Turnstyle Boutique,41.48366689999999,-81.73058
Two Cousins Beauty Supply Inc,41.4639979,-81.58493899999999
U-Haul Neighborhood Dealer,41.4956251,-81.7076215
U.S. Bank ATM,41.50212130000001,-81.696798
"UH Eapen, Stanescu and Whitehouse",41.581702,-81.48993399999999
UH Ear Nose & Throat Center,41.4892129,-81.6633274
US Corrugated Inc,41.3958744,-81.5624784
US Hair of Ohio,41.5869907,-81.5046715
Uh Medical Group,41.581702,-81.48993399999999
Uh Medical Group: Melton Tia MD,41.581702,-81.48993399999999
Ulta Beauty,41.522098,-81.4369411
"Umma K. Laryea, RN",41.5272475,-81.6112567
Unblemished Green Home Cleaning Services,41.532361,-81.60377799999999
Union Av & E 124th St,41.46376399999999,-81.596235
Uniquely Yours Studio,41.53854200000001,-81.6015649
United Church-Christ Brooklyn,41.440793,-81.745964
United Faith Missionary Baptist,41.548539,-81.58653799999999
Unity Lutheran Church,41.43194700000001,-81.71328199999999
Universal Life Temple,41.56082500000001,-81.56663499999999
University Hospitals Department,41.5817805,-81.4898108
University House Calls,41.5164,-81.638681
Up To Bat West Baseball and Softball Facility,41.439615,-81.74581599999999
Up'scale Barber Shop,41.4644699,-81.7460653
Uplifting Evangelistic Ministries,41.46427449999999,-81.582509
Urban Kutz Barbershop,41.43350160000001,-81.7111755
Urban Minority Alcoholism,41.522077,-81.633251
Urban Minority Outreach,41.52209089999999,-81.6332836
Ursuline Family Care Program,41.5731088,-81.57618169999999
VISION AND VIEWS MEDIA LLC,41.433532,-81.508889
Valley Road Villa,41.441107,-81.6954408
Vazu USA,41.539985,-81.52897
Vedic Enterprises Limited,41.454583,-81.77735600000001
Venue LLC,41.595464,-81.49869199999999
Vera Aloe Gardens,41.55000700000001,-81.588151
"Veuns R. Widener, LPN",41.536057,-81.601467
Vfw Post 1056,41.599425,-81.5316855
Victoria's Deli & Restaurant,41.37975900000001,-81.746647
Vienna Market,41.5503779,-81.5833698
Villa View Management LLC,41.6152245,-81.5133525
"Virginia A. Melver, CNP",41.40911399999999,-81.499706
Volsky Law Inc,41.5000539,-81.6957753
Volumass,41.4541449,-81.61605399999999
Volunteers of America,41.4513221,-81.7021049
